,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
67,MatthewKadish,"I tweet news & opinions on movies, TV, & pop culture. Producer of the Salty Nerd Podcast. Follow me if you like to talk about cool geeky & nerdy stuff.",Las Vegas,1194,5558,41355,1,I've heard rumors that Warner Brothers cut 30 minutes of #AmberHeard scenes from #Aquaman2 where she talks about how King Orm viciously assaulted her but she covers her bruises with waterproof make-up and when Aquaman doesn't believe her she cuts off his hand. https://t.co/JQUMMf5XZJ https://t.co/MezsuIP5f9,"['AmberHeard', 'Aquaman2']"
68,mcgregor_johnny,#justiceforjohnnydepp #teamjohnny #amberheardsaliar,,575,20,1103,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
69,MaryCar52186774,I cannot watch team Trump destroy America. Get the liar out of our WH. NO LISTS #VoteBlue2020 #TheResistance #FBR #DumpTrump #BigBlueWave #BlackLivesMatter.,United States,4785,4924,24193,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
70,BillyJoeSmith31,Retired,,175,44,455,2,Being upset the verdict against #AmberHeard hurts #MeToo proves the whole problem. She weaponized the movement and forced her way in as a representative of a bigger social movement through lies and manipulation. THAT is what is hurting real survivors. #AbuseHasNoGender #MenToo,"['AmberHeard', 'MeToo']"
71,BenjiJamin1,"birds rock. Next time you pass a pigeon in the city, stop and throw him a little food. help tha homies out.","Portland, OR",550,98,9519,25,"After what happened to me, I could have chosen to hate all men. I don’t. Because you cannot make dangerous generalisations about an entire gender based on the actions of a few. #AmberHeard and her supporters demand we support women based solely on her gender. I strongly disagree.",[]
72,portamiroir,,,158,94,2518,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
73,_Thirunarayan1,"#IAU NAMED🌏PLANET- #JASRAJ -in league of #Mozart 
🙏Support #BharatRatnaforPanditJasraj ji

🆘READ here👉 https://t.co/KK72kW6Yz0
#VoteBlue2022 🆘@5RT678 @5rt67 @_Rudra2",🌎-I FOLLOW IN 24 ⌛️hrs /LESS,12362,12641,162980,2,"Deleting #AmberHeard's scenes in 'Aquaman and the Lost Kingdom': Is this the right decision?
https://t.co/YQSAohBToS",['AmberHeard']
74,Followingdot85,,,48,1,127,1305,"Look you can say you don’t give a shit about the #JohnnyDepp and #AmberHeard trial but since it ended I’ve had two dv hotline calls TODAY, both male. That’s more than I’ve gotten in the last YEAR if not two. That’s why it’s important.","['JohnnyDepp', 'AmberHeard']"
75,sTaYcEeBaYbEe,If ur not living life on the edge... Then ur taking up 2 space!!,London ;),208,136,1903,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
76,warcry1775,A lie told often enough becomes the truth.,"North Carolina, USA",153,5,68,0,@XboxSupport Why is it trolls can report false claims on people and have them banned?! Just because someone says something don’t mean it’s true #amberheard when players are actively doing DoS attacks and the rest you all ban victims and support the abuser!,['amberheard']
77,M50N9,"ik trek lijnen
she/her
Dog/wolf person
Will kill for people like #JD
Will kill people like #MM
Niet van onbesproken gedrag","Hilversum, Nederland",326,422,16849,0,"For real? Not just a ""rumour""?

As a matter of...: I would really like to see #DanishGirl, seems like an excellent film... but the fact that #AmberHeard is one of the key players is a major turn-off 🤷🏽‍♀️

https://t.co/rDCuN1Gc34","['DanishGirl', 'AmberHeard']"
78,danna_valey,,,172,176,10512,108,"None of you Turd stans can logically explain away the audio that incriminates her. #AmberHeard’s attempt was pure nonsense. 

If you believe Amber Heard then you are stupid or in denial.",['AmberHeard']
79,MohdSaad1610,No more😿,,46,2,142,0,"Go and study broo... 😑👍
#AmberHeard #JohnnyDeppGotJustice https://t.co/ZeTukPqJ7k","['AmberHeard', 'JohnnyDeppGotJustice']"
80,ambardilallo,believer • wife  • mother of six • 🐾 @bettyruedi,"Missouri, USA",1345,362,7505,81,"The entire world has been up in arms about #AmberHeard recording #JohnnyDepp. 

If you don’t have evidence you’re a liar, if you do, you’re manipulative. You can’t win.

A High Court Judge found that she recorded him to show exactly how he behaved when the “monster” came out. https://t.co/OXYngQOhAq","['AmberHeard', 'JohnnyDepp']"
81,lukasdiver57,,"Moscow, Russion Federation",4848,5524,289266,4,"Johnny and Amber
.
#JohnnyDepp #AmberHeard #Amber #Johnny #trial 
#paintings #illustration #painting #wrestling #artist
 #art #描画 #丹青 #電影 #Portrait #actor #Illustrator #illustrations #drawing #draw https://t.co/iJrGfWu4XT","['JohnnyDepp', 'AmberHeard', 'Amber', 'Johnny', 'trial', 'paintings', 'illustration', 'painting', 'wrestling', 'artist']"
82,PeaceAn40962730,"Men and woman are victim of bully, victim of domestic violence and false accusations.",,932,513,2271,6,"A legal analyst on the Law&amp;Crime Network said Tuesday that it is hard to take #AmberHeard's sister #WhitneyHenriquez ""seriously"" when discussing the Instagram post she made in support of Heard. https://t.co/UHNBFGQhxs","['AmberHeard', 'WhitneyHenriquez']"
83,la77465262,"I feel that Johnny Depp deserves justice because he has been treated unjustly!
I will block anyone posting threatening or violent tweets!","Gonzales,La",597,672,150259,1,@ycsm1n @clementine_ford Freeloaders …. All her witnesses #WhitneyHenriquez #rockypennington #IOTillettWright #joshdrew  #AmberHeard ….. they had a pretty sweet life while Johnny Supported the squatters #JusticeServedForJohnnyDepp,"['WhitneyHenriquez', 'rockypennington', 'IOTillettWright', 'joshdrew']"
84,WandaPaish,,,47,53,452,1,@ycsm1n @clementine_ford Freeloaders …. All her witnesses #WhitneyHenriquez #rockypennington #IOTillettWright #joshdrew  #AmberHeard ….. they had a pretty sweet life while Johnny Supported the squatters #JusticeServedForJohnnyDepp,"['WhitneyHenriquez', 'rockypennington', 'IOTillettWright', 'joshdrew', 'AmberHeard', 'JusticeServedForJohnnyDepp']"
85,RoyalMe1007,,,76,35,4181,211,"#MeToo  is DEAD.
It wasn't #AmberHeard who killed it.
It was @BurkeTarana who killed it from day one.
Amber was just officiating the memorial service.","['MeToo', 'AmberHeard']"
86,ElleBellsy,A little bit of everything,Australia,540,210,4530,1,"So the message is - being a super b!tch who humiliates a DV victim live on global TV = promotion. Great message for young girls 🙄

#AmberHeard https://t.co/EWuftsH4S0",['AmberHeard']
87,mystery76249246,,,11,0,52,0,"#AmberHeard was happy to admit multiple times on the stand that #JohnnyDepp always wears big chunky rings on every finger, because she thought that making her story as horrific as possible was going to help her win her case... (cont)","['AmberHeard', 'JohnnyDepp']"
88,ibollywoodcity,"Hub of Entertainment 💃🕺
Bollywood & TV information Hub
Includes:- New Movies, Web Series, TV serials & Songs Updates
Stay in Touch for information of all","Mumbai, India",150,1869,4824,1,"After Winning Defamation Case and $15 Millions against Ex-Wife Amber Heard, Johnny Depp Celebrated it in an Indian Restaurant of UK with His Kids and Friends
.
.
.
.
#johnnyamber #johnnydepp #amberheard #johnnydeppisinnocent #amberjohnny #johnnydeppenjoying #johnnydepplive https://t.co/IPd55wR4mw","['johnnyamber', 'johnnydepp', 'amberheard', 'johnnydeppisinnocent', 'amberjohnny', 'johnnydeppenjoying', 'johnnydepplive']"
89,funlaughangel,"Actress, Stand Up Comedienne, Show Producer. Angel in disguise.",Los Angeles,10,589,2618,0,Stenographer claims some jurors in Depp/Heard trial were ‘dozing off’ https://t.co/V8qSO9CZIh #Amberheard Not able to speak freely OPEd not her crimes against #Johnnydepp is a trick to Censoring #Johnnydepp fan’s says Mob by #Bigtech to censor #Socialmedia #Internet #gaming,"['Amberheard', 'Johnnydepp', 'Johnnydepp', 'Bigtech', 'Socialmedia', 'Internet', 'gaming']"
90,LucyJon18911927,,,67,18,39,0,"Whatever you feel about #amberheard I can’t believe so many are celebrating and worshiping someone who would say things like ""burn her,"" and ""f*** her burnt corpse afterward to make sure she is dead."" #JohnnyDeppAmberHeardTrial","['amberheard', 'JohnnyDeppAmberHeardTrial']"
91,Khj0609Kim,Roll Tide❤️🐘🅰️🏈. Twitter Bitch😂,"Georgia, USA",3176,2049,93578,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
92,MarjaMandjali,"Former believer of false allegation for years, finally see the truth with my own eyes and ears. Then witness Big Media twisted The Verdict. iStandWithAllVictim",,150,61,961,6,"A legal analyst on the Law&amp;Crime Network said Tuesday that it is hard to take #AmberHeard's sister #WhitneyHenriquez ""seriously"" when discussing the Instagram post she made in support of Heard. https://t.co/UHNBFGQhxs","['AmberHeard', 'WhitneyHenriquez']"
93,LittleLeighXoxo,"❥ But Cawfee First, Very Loyal, Extremely Authentic & Down To Earth. “Never fear the truth”. Lover of true crime &  Sour Apple Blow Pops..❥🦖#ThisIs34.",Brooklyn NY✖️⭕️,505,1225,91689,0,- Now he is talking about how somebody did a false police report. About a false school shooting. (Not #AmberHeard staging her crime). This was a kid in Ohio back in 2018. https://t.co/ldh4X9bGzv,['AmberHeard']
94,Monatay66564359,News hound love to read! Sports yes! Mother of three divorced at 50 lol. Owned my own business up till 50 retired ... Common sense peeps,,689,658,105282,39,"#AmberHeard &amp; her sister #WhitneyHenriquez, joined at the hip by their perjurious statements in the bombshell defamation trial with Johnny Depp, continue their attempts to gaslight the public in spite of the verdict that found Amber liable for defamation.

https://t.co/tcqTHFdyeJ","['AmberHeard', 'WhitneyHenriquez']"
95,Wendy_knows,Im in my final inning of life. AND LIVING (Loving) IT 🥰😘👍 ..... PLUS I ALWAYS; Remember to  Watch My Karma 👀 Because it's watching ME👁👁.. 😇🙏❤️❤️❤️❤️❤️❤️,"Toronto, Ontario, Canada",707,134,1429,0,@MeTooMVMT I certainly hope your going to distance yourselves from the lying manipulative #AmberHeard . I certainly DONT want her representing my DV because mine was REAL!! I still have nightmares and Im 63!!! I was totally abused starting at 6yr old😢#AmberHeardCommittedPerjury,"['AmberHeard', 'AmberHeardCommittedPerjury']"
96,shelby97797017,,,253,30,4619,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
97,PuddSilly,,,3,0,116,6,The support for @realamberheard keeps growing and is staying consistent 😍😍. Also crazy how I’ve used #IStandWithAmberHeard 100 times but I still have to type her whole name before it pops up 🧐🧐. #AmberHeard #JohnnyDeppvAmberHeard #IBelieveAmberHeard https://t.co/8zZW5eAKAR,[]
98,Memer_As,Toxic and biased tweets only.,Earth,94,22,1532,0,Her expressions are still better than that beach #johnnydepp #AmberHeard https://t.co/nBF4yCLS4z,"['johnnydepp', 'AmberHeard']"
99,MegScott1216,"Mom of 2 beautiful little girls, a Rottie and pitbull!! 🥰 
I'm legit just here to support Johnny Depp! Amber heard is a pathological liar!","Massachusetts, USA",331,91,367,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
100,NatReyes96,"Born Again-Christian, film lover, proud MLP fan and just trying to get by in this crazy world. Fledgling writer/reviewer, Floridian and certified pog champ.","Miami, FL",606,223,75801,115,"The reality of what #AmberHeard has done.

#DeppHeardTrial
#AmberHeardCommittedPerjury
#AmberTurd #AmberHeardlsApsychopath
#NewJobsForAmberHeard
#AmberHeardDeservesPrison https://t.co/7xUIxroihJ","['AmberHeard', 'DeppHeardTrial', 'AmberHeardCommittedPerjury', 'AmberTurd', 'AmberHeardlsApsychopath']"
101,AustenMathieson,Filmmaker • Photographer • Author • Addiction Counsellor • Behavioural Therapist • Mental Health Ambassador • Veteran • NFTs now available on OpenSea via link.,London UK,5034,5028,10728,0,Excellent news. #CamilleVasquez earns partner status at law firm #BrownRudnick. @BrownRudnickLLP are lucky to have #QueenCamille on board. #JohnnyDepp #AmberHeard https://t.co/XZnCLgwoPk,"['CamilleVasquez', 'BrownRudnick', 'QueenCamille', 'JohnnyDepp', 'AmberHeard']"
102,evilcheebs,,Houston,347,117,4379,8,The #DeppVsHeardverdict was a victory for women not a setback. It was only a setback for people that lie. #AmberHeard #JohnnyDepp #CamilleVasquez #JohnnyDeppIsInnocent #AmberHeardCommittedPerjury #AmberTurdIsAnAbuser #JusticeForJohhnyDepp https://t.co/cFIVcMU239,"['DeppVsHeardverdict', 'AmberHeard']"
103,masonosas,"Being Happy is the goal, but greatness is the vision!  #interisti",Right in front of you!,2844,576,21759,6,"A legal analyst on the Law&amp;Crime Network said Tuesday that it is hard to take #AmberHeard's sister #WhitneyHenriquez ""seriously"" when discussing the Instagram post she made in support of Heard. https://t.co/UHNBFGQhxs","['AmberHeard', 'WhitneyHenriquez']"
104,BigOnTwiter,,"Hell, MI",427,9,889,12,"Nice one, Brad! 🤨👍 #bradpitt #bradpit #JohnnyDepp #amberheard  #IStandWithJohnyDepp https://t.co/sWCalCnfYD","['bradpitt', 'bradpit', 'JohnnyDepp', 'amberheard', 'IStandWithJohnyDepp']"
105,dan__brummitt,"“It’s not titles who honor men, it’s men who honor titles.” 🖤",Hong Kong,20769,29192,245225,0,"@TXAG Please look into what's happening to #AmberHeard... Still 😔 

Save a Life - Amber Heard https://t.co/wRXUgt3vQu Via @TaftBiz",['AmberHeard']
106,MsHollyBennet,☘️🌸🌻🏴‍☠️,,102,37,280,8,The #DeppVsHeardverdict was a victory for women not a setback. It was only a setback for people that lie. #AmberHeard #JohnnyDepp #CamilleVasquez #JohnnyDeppIsInnocent #AmberHeardCommittedPerjury #AmberTurdIsAnAbuser #JusticeForJohhnyDepp https://t.co/cFIVcMU239,"['DeppVsHeardverdict', 'AmberHeard', 'JohnnyDepp', 'CamilleVasquez', 'JohnnyDeppIsInnocent', 'AmberHeardCommittedPerjury', 'AmberTurdIsAnAbuser', 'JusticeForJohhnyDepp']"
107,SugFreeScience,"Registered Associate Nutritionist. Writer. Trader. 
Exhausted monkey with anxiety.",Kent,743,237,4431,0,"Petition to appeal the UK trial #johnnydepp #AmberHeard #NewJobsForAmberHeard
 https://t.co/PzZx8ezTiI","['johnnydepp', 'AmberHeard', 'NewJobsForAmberHeard']"
108,Platoon19792,"#JusticeForJohnnyDepp! Fighting for the truth & vindication of Johnny Depp. Mr Depp was wrongfully accused by his abuser! His pain is my pain, his war is my war",,385,3696,21393,6,"A legal analyst on the Law&amp;Crime Network said Tuesday that it is hard to take #AmberHeard's sister #WhitneyHenriquez ""seriously"" when discussing the Instagram post she made in support of Heard. https://t.co/UHNBFGQhxs","['AmberHeard', 'WhitneyHenriquez']"
109,hayleyclaire87,♥️Survivor of Abuse♥️                      TRUTH WINS♥️           #AbuseHasNoGender,United Kingdom,241,47,1639,0,"If you’re going to read &amp; retweet  anything today, let it be THIS 👇🏼

“They’ll just think i’m another Amber Heard.” Powerful.

#IStandWithJohnnyDepp
#TheWorldStandsWithJohnnyDepp
#AmberHeard https://t.co/icoIePYmzu","['IStandWithJohnnyDepp', 'TheWorldStandsWithJohnnyDepp', 'AmberHeard']"
110,Monatay66564359,News hound love to read! Sports yes! Mother of three divorced at 50 lol. Owned my own business up till 50 retired ... Common sense peeps,,689,658,105282,6,"A legal analyst on the Law&amp;Crime Network said Tuesday that it is hard to take #AmberHeard's sister #WhitneyHenriquez ""seriously"" when discussing the Instagram post she made in support of Heard. https://t.co/UHNBFGQhxs","['AmberHeard', 'WhitneyHenriquez']"
111,BabyRuthless94,she/her🍒 uruguaya🇺🇾 earthbender💚 book lover📕📗📘📚📙 eat hot chip and lie 😍😘👄🌈🌈🌈,,1326,183,8617,6,The support for @realamberheard keeps growing and is staying consistent 😍😍. Also crazy how I’ve used #IStandWithAmberHeard 100 times but I still have to type her whole name before it pops up 🧐🧐. #AmberHeard #JohnnyDeppvAmberHeard #IBelieveAmberHeard https://t.co/8zZW5eAKAR,[]
112,ptsd_grl,Rhetoric. Political satire. Life commentary. Cultural observations. Insensitivity. Narcissism. Idealism. & Whatever else feels right. FYI: Conservative Centrist,"Michigan, USA",279,40,4479,0,@AdamSandler injury goes to show once again that if #AmberHeard had had any injury on #JamesCorden it would have been visible as close as they were to her. Makeup covers but cannot completely conceal any injury. Get close and you'll see something there. https://t.co/cnzHDgkE3j,"['AmberHeard', 'JamesCorden']"
113,BotForEquality,"I‘m just a young intersectional bot, amplifying gender equality. Although I’m improving every day — I still welcome your feedback!",,48,3229,212214,1,"It's really important for people to understand that because people don't believe #AmberHeard that it doesn't mean #domesticviolence is ok.

Nothing could be further from the truth.

If you see Heard as a liar, the perpetrator not the victim, there was still a victim.",['AmberHeard']
